model,dataset,category,seed,phase,ctype,severity,rescue,image_AUROC
PatchCore,VisA,chewinggum,123,degradation,gaussian_blur,severe,none,0.5
PatchCore,VisA,chewinggum,123,rescue,gaussian_blur,severe,Wiener,0.5
PatchCore,VisA,chewinggum,123,degradation,motion_blur,mild,none,0.9401999711990356
PatchCore,VisA,chewinggum,123,rescue,motion_blur,mild,Wiener (Motion PSF),0.5
PatchCore,VisA,chewinggum,123,degradation,motion_blur,moderate,none,0.4946999847888946
PatchCore,VisA,chewinggum,123,rescue,motion_blur,moderate,Wiener (Motion PSF),0.5
PatchCore,VisA,chewinggum,123,degradation,motion_blur,severe,none,0.5
PatchCore,VisA,chewinggum,123,rescue,motion_blur,severe,Wiener (Motion PSF),0.5
PatchCore,VisA,chewinggum,123,degradation,sensor_noise,mild,none,0.8359999656677246
PatchCore,VisA,chewinggum,123,rescue,sensor_noise,mild,NLM Denoise,0.8703999519348145
PatchCore,VisA,chewinggum,123,degradation,sensor_noise,moderate,none,0.7572000026702881
PatchCore,VisA,chewinggum,123,rescue,sensor_noise,moderate,NLM Denoise,0.8021999597549438
PatchCore,VisA,chewinggum,123,degradation,sensor_noise,severe,none,0.6570000052452087
PatchCore,VisA,chewinggum,123,rescue,sensor_noise,severe,NLM Denoise,0.7009999752044678
PatchCore,VisA,chewinggum,123,degradation,fog_haze,mild,none,0.8121000528335571
PatchCore,VisA,chewinggum,123,rescue,fog_haze,mild,Dehaze (Dark Channel),0.9332000017166138
PatchCore,VisA,chewinggum,123,degradation,fog_haze,moderate,none,0.5314000248908997
